xXx (Movies),62
Agent Carter (Marvel Short Film),61
Banlieue 13 (Movies),61
Black Hawk Down (2001),61
Body of Lies (2008),61
The Bourne Supremacy (2004),61
Judd Apatow Universe,61
Practical Magic (1998),61
The Prestige (2006),61
Prince of Persia: The Sands of Time (2010),61
Public Enemies (2009),61
Furious 7 (2015),60
Ginger Snaps (Movies),60
Hocus Pocus (1993),59
Third Star (2010),59
Charlie's Angels - All Media Types,58
Django Unchained (2012),58
Green Hornet (2011),58
IT (1990),58
The Lone Ranger - All Media Types,58
West Side Story (1961),58
The X-Files: I Want To Believe (2008),58
Blades of Glory (2007),57
Chicago (2002),57
No Night is Too Long (2002),56
The Sound of Music - Rodgers/Hammerstein/Lindsay & Crouse,56
Lara Croft: Tomb Raider (Movies),56
Alvin and the Chipmunks - All Media Types,55
Justice League: Crisis on Two Earths,55
Who Framed Roger Rabbit (1988),55
殺破狼 | SPL | Kill Zone (Movies),54
Warm Bodies (2013),54
300 (Movies),53
Boa vs. Python (2004),53
Speed Racer (2008),53
L.A. Confidential (1997),52
Silent Hill (2006),52
Casablanca (1942),51
Dirk Pitt & Related Fandoms,51
Gods Of Egypt (2016),51
Latter Days (2003),51
Monty Python and the Holy Grail (1975),51
Mr. and Mrs. Smith (2005),51
Talented Mr Ripley (1999),51
Brick (2005),50
Clash of the Titans (2010),50
Fifth Element (1997),50
Mach GoGoGo | Speed Racer,50
The Rocky & Bullwinkle Show,50
Secret of Kells (2009),50
Across the Universe (2007),49
The Brotherhood (Movies),49
Butch Cassidy and the Sundance Kid (1969),49
The Hitcher (1986),49
TiMER (2009),49
绣春刀 | Brotherhood of Blades (Movies),48
Clue (1985),48
Dirty Dancing (1987),48
District 9 (2009),48
Into the Woods (2014),48
Madagascar (Movies),48
Mysterious Skin (2005),48
Oliver Twist - All Media Types,48
Santa Clause (Movies),48
2001: A Space Odyssey (1968),47
Beowulf - All Media Types,47
Finding Nemo (2003),47
The Grand Budapest Hotel (2014),47
The Lone Ranger (2013),47
Ella Enchanted (2004),46
Hulk (2003),46
Mr. Peabody & Sherman (2014),46
Sin City - All Media Types,46
The Tournament (2009),46
Valhalla Rising,46
What's Your Number? (2011),46
21 Jump Street (Movies),45
Big Eden (2000),45
The Internship (2013),45
Kong: Skull Island (2017),45
El Laberinto del Fauno | Pan's Labyrinth (2006),45
Mirrormask (2005),45
Predator (1987),45
Valentine's Day (2010),45
Wuthering Heights - All Media Types,45
Bram Stoker's Dracula (1992),44
Eternal Sunshine of the Spotless Mind (2004),44
Fifty Shades of Grey (2015),44
Jennifer's Body (2009),44
Lady and the Tramp (1955),44
Becoming Jane (2007),43
The Crow (Movies),43
Fried Green Tomatoes (1991),43
Ice Age (Movies),43
Kingdom of Heaven (2005),43
Lawless (2012),43
進撃の巨人 | Shingeki no Kyojin | Attack on Titan (Movies),43
The Witches of Eastwick - All Media Types,43
47 Ronin (2013),42
Breakfast with Scot (2007),42
Casper (1995),42
Chì bì | Red Cliff (2008),42
The Fall (2006),42
The Hangover (Movies),42
The Jungle Book (1967),42
Kuroshitsuji (2014),42
Last of the Mohicans (1992),42
NaPolA | Before the Fall (2004),42
Psycho (1960),42
Up (2009),42
Bill & Ted (Movies),41
Blitz (2011),41
The Dark Crystal (1982),41
Insidious (Movies),41
Meet the Robinsons (2007),41
Whip It (2009),41
The Crow (1994),40
The Fate of the Furious (2017),40
G.I. Joe: Rise of Cobra (2009),40
I Am Number Four (2011),40
Jack Ryan & Related Fandoms,40
Penelope (2006),40
She's the Man (2006),40
Struck by Lightning (2012),40
The Texas Chainsaw Massacre (Movies),40
Thief of Bagdad (1940),40
VeggieTales,40
Adventures of Tintin (2011),39
Bring It On (Movies),39
The Brothers Bloom (2008),39
Burnt (2015),39
Child's Play/Chucky (Movies),39
Dark Shadows (2012),39
The Fugitive,39
La La Land (2016),39
Moon Child (2003),39
The Prophecy (Movies),39
Sing Street (2016),39
Welcome to the Punch (2013),39
(500) Days of Summer (2009),38
Atonement (2007),38
Barsoom & Related Fandoms,38
The Bronze (2015),38
Courageous (2011),38
Death Note (Movies),38
The Devil's Carnival (Movies),38
High-Rise (2015),38
Jane Eyre (2011),38
Little Shop of Horrors (1986),38
Nochnoy Dozor | Night Watch (Movies),38
Sahara (2005),38
Sky Captain & the World of Tomorrow (2004),38
Willy Wonka & the Chocolate Factory (1971),38
28 Weeks Later (2007),37
The Boy (2016 Bell),37
The Fast and the Furious: Tokyo Drift (2006),37
Get Smart - All Media Types,37
Hacksaw Ridge (2016),37
Inside Llewyn Davis (2013),37
Sicario (2015),37
Takers (2010),37
28 Days Later (2002),36
Billy Elliot (2000),36
Brothers of the Head (2005),36
Ghost Rider (2007),36
Imagine Me & You (2005),36
The Shadow - All Media Types,36
Sneakers (1992),36
Star Trek: Generations (1994),36
Wet Hot American Summer (2001),36
Dark Harbor (1998),35
From Dusk Till Dawn (1996),35
The Great Escape (1963),35
Inkheart (2008),35
The Lion in Winter - All Media Types,35
Les Schtroumpfs | The Smurfs,35
