Rudolf - Wildhorn/Murphy/Huang/Knighton,2
Sea Fret - Brown,2
She Kills Monsters - Nguyen,2
A Streetcar Named Desire - Previn/Littell,2
Ten Commandments: The Musical,2
Thomas of Woodstock (Play),2
Thoroughly Modern Millie - All Media Types,2
'Tis Pity She's a Whore - Ford,2
Touch - Casemore,2
刀剣乱舞 〜阿津賀志山異聞〜 | Touken Ranbu: Atsukashiyama Ibun - YOSHIZUMI/Mikasano,2
La Traviata - Verdi/Piave,2
Tropicana the Musical - Wong/Tan/Sharma,2
The Turn of the Screw - Britten/Piper,2
Дядя Ваня - Анто́н Па́влович Че́хов | Uncle Vanya - Anton Chekhov,2
Van Aki Forrón Szereti (Színház),2
Venus in Fur - Ives,2
The Wild Party - Lippa,2
The Wizard of Oz - Arlen/Harburg/Lloyd Webber/Sams,2
Women on the Verge of a Nervous Breakdown - All Media Types,2
Zanna Don't! - Acito/Dinelaris,2
Zombie Prom - Rowe/Dempsey,2
100 - The Imaginary Body - Heimann & Monaghan & Petterle,1
13 - Brown/Elish/Horn,1
4.48 Psychosis - Kane,1
Abraham Lincoln's Big Gay Dance Party - Loeb,1
Alegría - Cirque du Soleil,1
All For Love - Dryden,1
Allegiance - Kuo/Acito/Thione,1
Amaluna - Cirque du Soleil,1
Arms and the Man - Shaw,1
Artus-Excalibur - Wildhorn/Lerner/Menchell,1
Avenue Jew - Lopez/Marx,1
Balladyna - Słowacki,1
Un Ballo in Maschera | A Masked Ball - Verdi/Somma,1
Il barbiere di Siviglia | The Barber of Seville - Rossini/Sterbini,1
Barnum - Coleman/Stewart/Bramble,1
Bent - Sherman,1
Der Besuch der alten Dame | The Visit - Dürrenmatt,1
Birmingham Hippodrome Robin Hood Pantomine,1
The Black Suits - Iconis,1
Black Watch - Gregory Burke,1
Blood Brothers - Russell,1
A Bronx Tale - Menken/Slater/Palminteri,1
Butley - Simon Gray,1
Camelot - Lerner/Loewe,1
Carmen - Bizet/Halévy & Meilhac,1
Carousel - Rodgers/Hammerstein,1
The Children's Hour - Hellman,1
The Civil War - Wildhorn/Murphy/Boyd & Wildhorn,1
Clue: The Musical,1
The Coast of Utopia - Stoppard,1
Comedy of Errors - Shakespeare,1
A Connecticut Yankee in King Arthur's Court (Stage Play),1
The Count of Monte Cristo - Wildhorn/Murphy,1
Die Csárdásfürstin | The Gypsy Princess - Kalman/Stein/Jenbach,1
Curtains - Kander/Ebb/Holmes,1
D.N.A. - Dennis Kelly,1
Dancing at Lughnasa - Friel,1
Davis & McQuillan - Davis/McQuillan,1
Death of a Salesman - Miller,1
The Diary of a Nobody - Pearse/Finnemore,1
The Diviners - Jim Leonard Jr.,1
Les Dix Commandements - Obispo/Florence & Guirao,1
DNA - Kelly,1
Doctor Zhivago - Simon/Korie & Powers/Weller,1
髑髏城の七人 | Dokuro-Jo no Shichinin | Seven Souls in Skull Castle,1
Dom Juan - Molière,1
ドン ・ ジュアン | Don Juan - Takarazuka Revue,1
Dracula - Deane & Balderston,1
The Drowsy Chaperone - Lambert & Morrison/Martin & McKellar,1
Electra - Sophocles,1
エリザベート | Elisabeth - Takarazuka Revue,1
Emilia Galotti - Lessing,1
En folkefiende | An Enemy of the People - Henrik Ibsen,1
Endgame - Samuel Beckett,1
Equus - Peter Shaffer,1
Evangeline - Dykstra,1
Evil Dead: The Musical,1
L'État de Siège | The State of Siege - Camus,1
